text,category
נקבע לך תור לאורתופדיה ,רפואה
בקשתך להתייעצות עם המשרד מיום טופלה,רפואה
בוטל התור ,רפואה
לבקשתך הופק/ו טופס/י (טופס התחייבות),רפואה
קיבלת תגובה מהמרפאה לפנייה שלך,רפואה
יש לך הודעה חדשה מהרופא/ה שלך,רפואה
מרכז רפואי רבקה זיו,רפואה
מרכז רפואי פוריה,רפואה
מרכז רפואי העמק,רפואה
מרכז רפואי גליל,רפואה
"מרכז רפואי רמב""ם",רפואה
בית חולים,רפואה
בית חולים בני ציון,רפואה
מרכז רפואי כרמל,רפואה
מרכז רפואי שיבא,רפואה
מרכז רפואי תל השומר,רפואה
מרכז רפואי רבין,רפואה
בית חולים השרון,רפואה
מרכז רפואי איכילוב,רפואה
בית חולים וולפסון,רפואה
בית חולים מאיר,רפואה
הדסה עין כרם,רפואה
הדסה הר הצופים,רפואה
מרכז רפואי שערי צדק,רפואה
מרכז רפואי משגב לדך,רפואה
מרכז רפואי סורוקה,רפואה
בית חולים ברזילי,רפואה
בית חולים יוספטל,רפואה
מרכז לבריאות הנפש שער מנשה,רפואה
מרכז לבריאות הנפש באר יעקב,רפואה
מרכז לבריאות הנפש מזרע,רפואה
מרכז לבריאות הנפשה גהה,רפואה
בית חולים אברבנאל,רפואה
בית חולים לוינשטיין שיקום ונפגעי ראש,רפואה
אסותא רמת החייל,רפואה
מרכז רפואי הרצליה מדיקל סנטר,רפואה
רפואה פנימית כללית,רפואה
קרדיולוגיה מחלות לב,רפואה
נפרולוגיה מחלות כליות ,רפואה
גסטרואנטרולוגיה,רפואה
אנדוקרינולוגיה,רפואה
המטולוגיה,רפואה
אימונולוגיה קלינית ואלרגיה,רפואה
ריאומטולוגיה (מחלות מפרקים),רפואה
רפואת ריאות,רפואה
זיהומולוגיה,רפואה
כירורגיה כללית,רפואה
כירורגיה אורטופדית,רפואה
כירורגיה פלסטית ושחזורית,רפואה
 כירורגיה נוירוכירורגית (מוח ועצבים),רפואה
כירורגיה חזה ולב,רפואה
כירורגיה כלי דם,רפואה
כירורגיה ילדים,רפואה
כירורגיה אורולוגית,רפואה
מחלקות נשים וילדים,רפואה
גניקולוגיה,רפואה
רפואת פוריות והפריה חוץ גופית ,רפואה
רפואת היריון ולידה,רפואה
רפואת ילדים כללית,רפואה
ניאונטולוגיה,רפואה
כירורגיה ילדים,רפואה
אנדוקרינולוגיה ילדים,רפואה
קרדיולוגיה ילדים,רפואה
נפרולוגיה ילדים,רפואה
מחלקות אונקולוגיה וטיפול במחלות קשות,רפואה
אונקולוגיה (מחלות סרטן),רפואה
המטו-אונקולוגיה (סרטן הדם),רפואה
טיפול פליאטיבי (תמיכתי לחולים סופניים),רפואה
רדיולוגיה פולשנית (אבחון וטיפול בהדמיה),רפואה
מחלקות שיקום ובריאות הנפש,רפואה
שיקום גריאטרי (לגיל השלישי),רפואה
שיקום אורטופדי,רפואה
שיקום נוירולוגי (לנפגעי ראש ושבץ),רפואה
פסיכיאטריה כללית,רפואה
פסיכיאטריה ילדים ונוער,רפואה
פסיכיאטריה משפטית,רפואה
חדר מיון כללי (טראומה),רפואה
מיון ילדים,רפואה
מיון יולדות,רפואה
יחידת טראומה (רפואת חרום),רפואה
טיפול נמרץ כללי,רפואה
טיפול נמרץ לב,רפואה
טיפול נמרץ ילדים,רפואה
טיפול נמרץ יילודים (פגים),רפואה
טיפול נמרץ כירורגי,רפואה
"רדיולוגיה כללית (CT, MRI)",רפואה
אולטרסאונד,רפואה
מכון ממוגרפיה,רפואה
מכון רנטגן,רפואה
מכון דימות גרעינית (PET-CT),רפואה
"אף, אוזן, גרון",רפואה
עיניים,רפואה
רפואת שיניים,רפואה
עור ומחלות מין (דרמטולוגיה),רפואה
נוירולוגיה (מחלות עצבים),רפואה
אימונולוגיה קלינית (מחלות חיסון),רפואה
רפואה גריאטרית,רפואה
מעבדה רפואית כללית,רפואה
מעבדה גנטית,רפואה
מכון פתולוגי,רפואה
מכון פיזיותרפיה,רפואה
מכון דיאליזה,רפואה
מכון תזונה ודיאטה,רפואה
ניתוח קטרקט,רפואה
ניתוח להסרת עדשת עין עכורה והחלפתה בעדשה מלאכותית,רפואה
טיפולי דיאליזה,רפואה
טיפול לניקוי רעלים מהדם עבור חולי אי ספיקת כליות.,רפואה
כוללים החלפת מפרקים שנפגעו עקב דלקות פרקים או שחיקה,רפואה
ניתוחי ברכיים וירכיים,רפואה
בדיקות קולונוסקופיה וגסטרוסקופיה,רפואה
בדיקות לגילוי מוקדם של סרטן המעי הגס או בעיות אחרות במערכת העיכול,רפואה
טיפולי כימותרפיה,רפואה
טיפולים בסרטן באמצעות כימיקלים המיועדים להשמדת תאים סרטניים,רפואה
טיפולי פיזיותרפיה ושיקום,רפואה
"טיפולים להתאוששות מניתוחים, פציעות או שבץ",רפואה
טיפולי שיניים ושיקום פה,רפואה
"טיפולי סתימות, עקירות, שתלים ואורתודונטיה",רפואה
ניתוחי לב וצנתורים,רפואה
"כוללים צנתור לב, תיקון עורקים חסומים או התקנת קוצב לב",רפואה
טיפולי אורתופדיה לא ניתוחיים,רפואה
"כוללים הזרקת סטרואידים, טיפול בגלי הלם או שימוש בעזרים רפואיים",רפואה
ניתוחי כריתת רחם ושחלות,רפואה
"נעשים עקב גידולים, דימומים בלתי נשלטים או בעיות אחרות במערכת הרבייה הנשית",רפואה
להזמין תור חדש,רפואה
לשלוח בקשה לרופא או למרפאה,רפואה
לצפות בתצאת בדיקות ,רפואה
תורים עתידיים,רפואה
המלצות רפואיות אישיות,רפואה
תיק רפואי אישי ,רפואה
בתי חולים,רפואה
רפואה מרחוק,רפואה
תוצאות בדיקת מעבדה,רפואה
הפניות,רפואה
האבחנות והרגישויות שלך ,רפואה
דוח חיובים חודשי,רפואה
החזרי מושלם ,רפואה
אישורי מחלה,רפואה
סיכומים מבתי חולים,רפואה
המלצות רפואיות אישיות,רפואה
אישורי מחלה וסיכומי מידע רפואי ,רפואה
אישורים מיוחדים לתרופות,רפואה
סיכומי ביקור רפואה יועצת,רפואה
מומלץ להתייעץ עם הרופא או הרופאה המטפלים על תוצאות הבדיקה,רפואה
טווח הנורמה שמוצג ליד כל בדיקה מתאים לבוגרים בריאים ,רפואה
טווח הנורמה האישי לחולים כרוניים נקבע יחד עם הרופא המטפל או הרופאה המטפלת בהתאם לנתונים האישיים ,רפואה
אפשר לקבל את התוצאות במרפאה ,רפואה
מספר המרשם,רפואה
תוקף ההפניה שלך עומד לפוג,רפואה
קיבלת הפנייה חדשה,רפואה
שם המבוטח,רפואה
הצגת נתוני ביקורים,רפואה
הצגת נתוני בדיקות מעבדה ,רפואה
הצגת נתוני בדיקות מכונים ,רפואה
הצגת נתוני טיפולי אחיות,רפואה
הצגת נתוני בדיקות אשפוזים ,רפואה
הצגת נתוני בדיקות אישורים,רפואה
הצגת נתוני בדיקות הפניות,רפואה
הפנייה,רפואה
ביקורים אצל רופא,רפואה
תאריך ביקור,רפואה
שעת ביקור,רפואה
רופא מדווח,רפואה
תחום עיסוק הרופא ,רפואה
מרפאת מאוחדת,רפואה
מרפאת כללית,רפואה
מרפאת מכבי,רפואה
טרם,רפואה
מחלות זיהומיות,רפואה
רפואה כללית,רפואה
רפואת ילדים כללית,רפואה
סיבת פניה - מחלה ,רפואה
ביקור ראשון עם כרטיס,רפואה
בדיקה גופנית,רפואה
אבחנות,רפואה
מעבדה,רפואה
תרופות ,רפואה
סיבת ביקור,רפואה
כאבים למפרקים לסירוגין ,רפואה
ללא טיפול קבוע,רפואה
שורש כף היד,רפואה
דלקות עיניים,רפואה
ללא אירועי כאבי בטן,רפואה
ללא תפיחות במרפק,רפואה
שיחה טלפונית עם המטופל,רפואה
צריך בדיקות דם עדכניות,רפואה
תדפיס תיק מבוטח ,רפואה
מסמך זה כולל מידע אישי רגיש ,רפואה
לציין בבדיקות דם ,רפואה
אין חלבונים בשתן,רפואה
חלבונים בשתן,רפואה
לא ביצע בדיקות דם ושתן,רפואה
דיון והמלצות,רפואה
המלצתי לעלות לעוד כדור,רפואה
ללא אפטות בגניטליה,רפואה
ללא שילשולים לפעמים יש צואה רקה,רפואה
ללא כאב גב,רפואה
כאב גב,רפואה
שלשולים,רפואה
צואה ,רפואה
טווח תנועות של מפרקים,רפואה
כאבי ראש,רפואה
מיגרנות,רפואה
סחרחורות,רפואה
דלקות יובש אדמומיות,רפואה
קשיי נשימה ,רפואה
נזלת,רפואה
קוצר נשימה,רפואה
שיעול ממושך,רפואה
שיעול יבש,רפואה
כאבי שרירים,רפואה
פריצות דיסק,רפואה
כאבי עמוד שידרה,רפואה
עמוד שידרה,רפואה
כאבים  ,רפואה
כאבים בפרקים,רפואה
חולשה,רפואה
נפיחות,רפואה
צריבה במתן שתן,רפואה
שברים,רפואה
שבר ביד,רפואה
קופת חולים,רפואה
תעודה רפואית,רפואה
זיכוי בעד אדם עם מוגבלות וזיכוי בעד הוצאות ,רפואה
פרטי הנבדק/ת,רפואה
דוח הרופא/ה,רפואה
"הנני מאשר כי בדקתי את הנ""ל בתאריך",רפואה
"וכי הנ""ל סובל מ - שם המחלה תיאורה והשפעות המחלה על הנבדק/ת",רפואה
"לפי חוות דעתי, המצב המתואר לעיל עלול להמשך ",רפואה
חודשים/שנים/צמיתות,רפואה
"לפיכך אני מאשר כי הנ""ל ",רפואה
"אם ניתן אישור לתאריך הקודם למועד הבדיקה, יש לצרף מסמכים מאשרים",רפואה
אני מצהיר כי הפרטים שמסרתי לעיל הם נכונים ומדוייקים וידוע לי כי אני צפוי לעונשים הקבועים בחוק אם לא אעשה כן.,רפואה
הרופא המוסמך לתת אישור על פי טופס זה יהא רופא בתחום המחלה שבשלה מבוקשת ההקלה,רפואה
המחלקה לרישום ומידע רפואי,רפואה
בקשה להעתקת מסמכים רפואיים,רפואה
שם מלא של המבקש,רפואה
במקרה של קטין באמצעות ההורים שם הקטין,רפואה
"מבקש קבלת המסמכים באמצעות דואר רשום איסוף עצמי מהמחלקה דוא""ל מאובטח לכתובת",רפואה
"ידוע לי כי כל עוד לא אאשר את פרטי ההסכמה בחתימתי, לא ניתן יהיה להעביר לי את התשובה באמצעים מקוונים אלא בדואר רשום בלבד.",רפואה
"ידוע לי כי מרגע שהגיע אלי המידע הרגיש בדואר או באמצעים מקוונים שהכמתי להם, הנני אחראי על אבטחת מידע, שהגיע אלי בהודעה, ולא תהיה לי כל תלונה או תביעה כנגד שירותי הריאות כללית בנושא.",רפואה
"אני הח""מ מאשר בזה כי קיבלתי לידי העתק המסמכים שביקשתי.",רפואה
ייפוי כוח רפואי ,רפואה
אבטחת חיסיון המידע הרפואי כנדרש בחוק ובתקנות,רפואה
אספקת מידע רפואי מתוך הרשומה הרפואית לפי דרישה כדין,רפואה
קיום ושמירת הרשומה הרפואית,רפואה
"המחלקה עוסקת בניהול תקין ושל רישומי המידע הרפואי הנצברים לתיק רפואי אודות המטופלים במערך שרותי הבריאות הניתנים במרכז הרפואי, תוך כדי ביצוע הבאים",רפואה
"הרשומה הרפואית מהווה הכלי העיקרי לרצף הטיפול במטופל לשם כך כוללת מידע רפואי בדבר הטיפול הרפואי שקיבל המטופל, עברו הרפואי כפי שמסר, אבחון מצבו הרפואי הנוכחי והוראות טיפול, תוצאות של בדיקות עזר וכל מסמך רפואי אודות המטופל",רפואה
הרשומה הרפואית מסייעת להמשכיות טיפול בצורה מיטבית במעבר מאשפוז להמשך טיפול בקהילה ובמסגרות טיפול שונות מחוץ למרכז הרפואי.,רפואה
מקור מידע לאשפוזים נוספים בעתיד.,רפואה
"במחלקה מועסקים כוח אדם מקצועי המורכב מרשמי מידע רפואי,  מזכירות בכירות, מזכירות רפואיות ועובדי ארכיב",רפואה
קבלת התיעוד הרפואי כרוך בתשלום אגרה על פי תעריף משרד הבריאות,רפואה
למעט עבור טיפול רפואי ובהצגת מכתב בקשה מהרופא המטפל,רפואה
"רפואה היא ענף של המדע ומקצוע, העוסק באבחון, מחקר, וטיפול במחלות, בשיפור הבריאות וברפואה מונעת. ",רפואה
"התפתחו במקצוע התמחויות בענפים מרובים, לפי קריטריונים שונים: מבחינים בין רפואה פנימית, רפואת חירום, רפואה כירורגית, רפואת עיניים, אף אוזן וגרון וכו', ולפי התחומים החברתיים – רפואה צבאית, רפואה משפטית, רפואה תעשייתית, רפואת בית חולים ",רפואה
"הישגיה של הרפואה המודרנית ניכרים, בפרט בגידול המשמעותי בתוחלת החיים במאה השנים האחרונות, גידול שבעיקרו נובע מהישגיה של הרפואה, כגון אנטיביוטיקה וחיסונים, אך גם משיפור הסניטציה והתזונה. ",רפואה
"לעיתים קצרה ידה של הרפואה, ובמחלות מסוימות היא יכולה להציע טיפול סימפטומטי ומסייע למחלה, אך אינה יודעת לרפא או לסייע בהחלמה",רפואה
"אדם שהוא בעל הכשרה והיתר לעסוק ברפואה נקרא רופא, והוא מורשה לעסוק ברפואה בכלליות ולהתמחות באחת או יותר מההתמחויות הרפואיות השונות.",רפואה
"בית חולים או בית רפואה או מרכז רפואי הוא מוסד המספק שירותי רפואה הכוללים גם שירותים הדורשים אשפוז (כלומר, שהייה במוסד הכוללת לינה לפרק זמן כלשהו).",רפואה
"בית החולים הוא מערכת מורכבת הכוללת מערכות קטנות יותר: מחלקות אשפוז, מרפאות, מכונים, חדרי מיון, חדרי ניתוח, מעבדות ועוד, ובדרך כלל הוא עצמו מהווה מרכיב של מערכת גדולה יותר, כגון מערכת הבריאות הממשלתית או גוף פרטי, הכוללים בתוכם גם מרפאות קהילתיות, מוסדות לאספקת שירותי בריאות, בתי חולים אחרים, צוותי חירום ועוד.",רפואה
"מבחינה מבנית, לבית החולים בסיס פיזי לטיפול בחולים, לרוב מבנה קבע, קבוצת מבנים מרוכזת או מבנים הפזורים במקומות שונים באזור גאוגרפי מסוים. מבחינה תפקודית, כולל בית החולים צוות מנהלי, רופאים, אחים, סניטרים ואנשי תחזוקה.",רפואה
"החלוקה בין התפקידים השונים התגבשה בבתי החולים במאות השנים האחרונות, ומהווה את התבנית הבסיסית של הרפואה המודרנית.",רפואה
"במערכת הבריאות בישראל פועלים כ-שלושים בתי חולים כלליים. ששת הגדולים שבהם הם: המרכז הרפואי ע""ש חיים שיבא - תל השומר, מרכז רפואי הדסה, מרכז רפואי רבין, המרכז הרפואי ת""א ע""ש סוראסקי, רמב""ם - הקריה הרפואית לבריאות האדם והמרכז הרפואי האוניברסיטאי סורוקה.",רפואה
"בישראל קיימים בתי חולים לאשפוז חולים סיעודיים ותשושי נפש, בין מוסדות אלה ארבעה מרכזים גריאטריים ממשלתיים, ועוד עשרות רבות בבעלות עסקית או בבעלות עמותות וארגונים ללא כוונת רווח.",רפואה
"אחת מבעיות בבתי החולים הסיעודיים היא כי האשפוז הסיעודי אינו ממומן על ידי קופות החולים במסגרת סל הבריאות על כן מעת לעת שבה ועולה קריאה ציבורית להכליל את האשפוז הסיעודי ב""סל הבריאות"" שבאחריות קופות החולים, ככל אשפוז אחר.",רפואה
"מערך בריאות הנפש בישראל מתחלק בין טיפול בקהילה במסגרת מרפאות לבריאות הנפש, טיפול נפשי יחידני, מגורים בהוסטל לנפגעי נפש.",רפואה
"ובין טיפול במסגרת אשפוז בבית חולים פסיכיאטרי (בית חולים לחולי נפש, או בלשון גנאי: בית משוגעים) או במחלקה פסיכיאטרית בבית חולים כללי. ",רפואה
בישראל פועלים שלושה עשר בתי חולים לבריאות הנפש ורובם בבעלות ממשלתית.,רפואה
"שיקום שכזה נדרש לאחר חבלה חיצונית כגון תאונות דרכים, ולאחר פגיעות פנימיות כגון אירוע מוחי או התקף לב.",רפואה
בתי חולים אשר כל מטרתם היא שיקום חולים ונפגעים לאחר טראומה.,רפואה
"השיקום מתחיל לקראת סיום הטיפול בבעיה הרפואית, ומתמקד בהחזרת המטופל לתפקוד תקין, על ידי שחזור יכולות ולימוד מחדש של יכולות שאבדו.",רפואה
"בתי חולים ממשלתיים, במסגרת משרד הבריאות.",רפואה
"בתי חולים של קופות החולים, בעיקר במסגרת שירותי בריאות כללית.",רפואה
בתי חולים פרטיים שלא למטרת רווח.,רפואה
בתי חולים פרטיים הפועלים למטרת רווח.,רפואה
הרפואה הפנימית היא אחד ממקצועות הרפואה הוותיקים ביותר ובעיני רבים היא מהווה בסיס לכל המקצועות הרפואיים הקליניים (ליד מיטת החולה) שאינם כירורגיים (לא מצריכים ניתוח).,רפואה
בחלק ממקצועות הרפואה השונים נדרשת התמחות ראשונית ברפואה פנימית כתנאי לקבלה,רפואה
"בין המקצועות ניתן למנות את מקצוע האימונולוגיה, קרדיולוגיה, אנדוקרינולוגיה, גסטרואנטרולוגיה, המטולוגיה, נפרולוגיה, ומחלות זיהומיות.",רפואה
"רפואה דחופה היא תחום התמחות, עיסוק ומחקר ברפואה שעוסק בטיפול רפואי ראשוני בחולים בעקבות מחלה או תסמינים הדורשים טיפול מיידי ולעיתים אף מסכני חיים.",רפואה
תחום הרפואה הדחופה כולל טיפול במצבים רפואיים המצריכים טיפול דחוף.,רפואה
" מהרופא המומחה ברפואה דחופה נדרש ידע נרחב במגוון תחומי הרפואה ומיומנות רבה בביצוע פרוצדורות מורכבות, ביניהם: ידע בהחייאה מתקדמת (טיפול נמרץ), ניהול דרכי נשימה (הרדמה), תפירת חתכים מורכבים (כירורגיה וכירורגיה פלסטית), קיבוע עצם שבורה או השבת פריקה של מפרק (אורתופדיה), טיפול באוטם שריר הלב (קרדיולוגיה), טיפול בשבץ מוחי (נוירולוגיה), טיפול בנשים בהריון עם דימום נרתיקי (גינקולוגיה ומיילדות), טיפול במקרים של התקף פסיכוטי (פסיכיאטריה), ביצוע וקריאת תוצאות בדיקות דימות (רדיולוגיה) ועוד.",רפואה
"במחלקה לרפואה דחופה מוטל על הרופא לראות מספר רב של חולים, להקשיב לתלונותיהם, לבדוק את מצבם הרפואי ובהתאם לכך לשקול את הצורך בטיפול מיידי, העברה לאשפוז וטיפול במחלקה המתאימה או לשחררם לביתם.",רפואה
"המחלקה לרפואה דחופה נותנת מענה רפואי ראשוני למטופלים במקרים בהם אין זמינות של רפואה בקהילה, בשעות הלילה או בסופי שבוע.",רפואה
"רפואה מונעת הוא שם כולל לעיסוק, טיפול ומחקר רפואי שמטרתו מניעת מחלות, קידום הבריאות והארכת תוחלת החיים, יותר מאשר טיפול במחלה עצמה או בתסמיניה.",רפואה
"הרפואה המונעת עוסקת בעיקר בחיסונים מפני מחלות זיהומיות, בדיקות תקופתיות לזיהוי מוקדם של מחלות, קידום אורח חיים המונע מחלות, מחקר רפואי ומציאת שיטות להכחדת גורמי מחלה.",רפואה
"קיימות המלצות ליישום רפואה מונעת. ההמלצות מיועדות למי שעוסק ברפואה מונעת בכלל, ולצוותים הרפואיים הראשוניים. מטרת ההמלצות היא להביא לקידום בריאות ורפואה מונעת לכל קבוצות הגיל באוכלוסייה.",רפואה
"הרופאים סבורים כי קידום בריאות, פעולות מניעה ראשונית, ופעולות איתור מוקדם, הן גם באחריות הפרט עצמו, שצריך לדאוג לשמור על בריאותו.",רפואה
"לכל קבוצת גיל, ישנן פעולות מניעה. העיקריות שבהן: עדכון תוכנית החיסונים בילדים ובמבוגרים ועידוד לאימוץ אורח חיים בריא, כגון: שמירה על היגיינה, תזונה נכונה, פעילות גופנית, מניעת עישון ועוד.",רפואה
"ניתן לסווג את הרפואה המונעת לכמה סוגים: מניעה ראשונית, מניעה שניונית ומניעה שלישונית",רפואה
"טיפול מניעתי עשוי להתחשב בגילו של האדם, בריאותו וההיסטוריה המשפחתית שלו, והמטופל יעבור בדיקות בהתאם לכך.",רפואה
שיטות למניעת היארעות בקרב אנשים בריאים.,רפואה
"חיסונים, חינוך לאורח חיים בריא",רפואה
"גילוי מוקדם של מחלה קיימת.	",רפואה
"סיקור לסרטן, סיקור לסוכרת",רפואה
"הפחתת נטל המחלה.	",רפואה
"שיקום לנפגעי שבץ מוחי, שיקום לחולי לב, שחזור שד לאחר טיפול בסרטן השד",רפואה
"מניעה ראשונית מטרתה הפחתת החשיפה לגורמי סיכון, או מניעת המחלה על ידי יצירת חסינות כלפיהם. ",רפואה
"המניעה הראשונית כוללת אימוץ אורח חיים בריא, חיסונים, טיפול תרופתי מונע הכולל בתוכו מתן תוספי מזון וויטמינים. במניעה ראשונית נדרשת האוכלוסייה לעיתים לשנות הרגלי חיים כגון; הימנעות מעישון, הימנעות מחשיפה יתרה לשמש, תזונה נכונה, נהיגה נכונה, ביצוע פעילות גופנית קבועה.",רפואה
"מטרתה גילוי מוקדם ואיתור המחלה או גורם הסיכון וטיפול בהם בשלב מוקדם ככל האפשר, על מנת לשנות את מהלך המחלה. נעשות בדיקות שונות (בדיקות דם, לחץ דם, הדמיה וכדומה) במטרה להביא לגילוי מוקדם של מחלות. למניעה ראשונית משקל רב יותר לעומת מניעה שניונית.",רפואה
"נעשית על ידי התערבות אחרי הופעת המחלה ומטרתה הפחתת הסיבוכים וצמצום השלכותיה של מחלה מפושטת.
",רפואה
"לעיתים ישנו צורך ביישום התערבות מניעתית באופן רחב, הדבר דורש שהתערבות כזו תהיה בעלת מחיר סביר ואף חסכוני.",רפואה
"ברפואה המונעת לרוב מטפלים באנשים בריאים שאינם סובלים ממחלות. בעקבות זאת הכלל קודם אל תזיק, ברפואה, חל בצורה ברורה יותר מבתחומים רפואיים אחרים. כל המלצה מניעתית נוגעת למיליוני מטופלים, התועלת תהיה רק לבודדים, ולפעמים עלול להיגרם סיבוך נדיר. לכן יש להוכיח שהתועלת רבה מהנזק. ככלל המלצות ברפואה מניעתית צריכות להיות מוכחות כמועילות בעזרת מחקר שהוא מבוסס ראיות (Evidence Based). ",רפואה
ארגונים שונים ממליצים על פעילות בתחום הרפואה המניעתית אשר לא תמיד נתמכות על ידי נתונים. לכן ניתן למצוא נושאים שיש סביבם מחלוקת.,רפואה
בדיקה גינקולוגית שגרתית לנשים בריאות: אין עדויות מחקריות מספיקות לגבי הצורך או לגבי תדירות ביצוע הבדיקות בישראל.,רפואה
"היא ענף של מורפולוגיה העוסק בחקר המבנה הפנימי של אורגניזמים וחלקיהם. האנטומיה היא ענף של מדעי הטבע העוסק בארגון המבני של יצורים חיים. זהו מדע עתיק, שראשיתו בתקופות פרהיסטוריות.",רפואה
"האנטומיה היא תחום מורכב ודינמי המתפתח ללא הרף עם גילויים חדשים. בשנים האחרונות, חלה עלייה משמעותית בשימוש בטכניקות הדמיה מתקדמות, כגון MRI וטומוגרפיה ממוחשבת, המאפשרות המחשה מפורטת ומדויקת יותר של מבני הגוף.",רפואה
סכרת היא מחלה מטבולית המתאפיינת בריכוז גבוה של גלוקוז בדם. בישראל יש יותר מחצי מיליון חולי סוכרת. סוכרת היא סיבת המוות השלישית בישראל,רפואה
ארגון הבריאות העולמי מכיר בשתי צורות עיקריות של סוכרת,רפואה
סכרת מסוג אחד וסכרת מסוג שתים,רפואה
כל צורות הסוכרת נגרמות בגלל הפרעה בייצור אינסולין או בפעולתו,רפואה
"בסוכרת מסוג אחד, תאי בטא בלבלב לא מייצרים מספיק אינסולין.",רפואה
"לעומת זאת, בסוכרת סוג שתים וסוכרת הריונית יש תנגודת לאינסולין",רפואה
"בסוכרת נפגעת יכולת ההעברה של גלוקוז מהדם והשמירה שלו (בעיקר שמירה כגליקוגן, במאגרים הנמצאים בעיקר בכבד ובשרירים)",רפואה
"תגובה לא מספקת של תאי הגוף לאינסולין, מצב המתבטא ברגישות פחותה של התאים לאינסולין, בדרך כלל יחד עם ייצור עודף שלו",רפואה
"לכן חולי סוכרת סובלים משני מצבי קצה הפוכים: מצב של עודף גלוקוז בדם (היפרגליקמיה), שנוצר לרוב מפעילות לא מספקת של אינסולין אחרי ארוחות, ומצב של מיעוט גלוקוז בדם (היפוגליקמיה) שנוצר לרוב כתוצאה מהזרקה של כמות עודפת של אינסולין, או כתוצאה מצום או מאמץ גופני מסיבי.",רפואה
"הסוכרת היא בין המחלות הנפוצות בעולם, ושיעור התחלואה בה נמצא בעלייה מתמדת",רפואה
"אינסולין הוא הורמון המופרש מתאי בטא באיי לנגרהנס שבלבלב, אל מחזור הדם. לאינסולין כמה תפקידים בגוף, כמו עידוד תאים לחלוקה, ולהתמיינות תאים.",רפואה
"בהקשר לסוכרת יש לאינסולין תפקיד מרכזי: השליטה ברמת ""חומרי המזון"" בדם. ריכוז חומרי המזון בדם, כמו סוכר, שומנים וגופי קטון (חומרי מזון הנוצרים מפירוק לא מלא של שומנים, בעיקר במצבים של חוסר חמור בגלוקוז בתאים) נשלט על ידי האינסולין בשתי דרכים עיקריות",רפואה
"הראשונה היא בכבד. האינסולין מעכב את ייצור הסוכר בכבד מחומרי מוצא, ופירוק גליקוגן (רב-סוכר שמשמש חומר תשמורת עיקרי לאנרגיה בגוף האנושי) ומעודד את ייצור הגליקוגן מגלוקוז.",רפואה
השנייה היא בתאי השומן והשריר. בתאים אלה אינסולין מעודד את הכנסת הגלוקוז לתוך התאים על ידי הגדלת כמות הנשאים שמעבירים גלוקוז על קרומי התאים ובכך מאפשר הכנסת יותר גלוקוז לתוך התאים ומקטין את כמותו בדם.,רפואה
"בנוסף, בתאים אלה אינסולין מעודד את ייצור השומן ומעכב את פירוקו.",רפואה
"אינסולין הוא ההורמון המרכזי המשפיע על איזון רמת הגלוקוז בדם, אך אינו היחיד; הורמונים נוספים משפיעים על רמות הגלוקוז בדם בדרכים שונות,",רפואה
ואף משפיעים על רמת האפקטיביות של האינסולין.,רפואה
"בין ההורמונים הנוספים ניתן לציין את הורמוני הדחק (סטרס), כגון אדרנלין וקורטיזול, שפעולתם מביאה לעליה בתנגודת לאינסולין, הורמונים נוספים המופרשים מהלבלב כגון סומטוסטטין ואמלין (אנ'), הורמונים המיוצרים בבלוטת התריס וכן הורמוני גדילה שונים",רפואה
"ריבוי ההורמונים וההשפעות ההדדיות שלהם הוא חלק מרכזי בקושי להגיע לאיזון אצל חולי סוכרת, ודרך הפעולה של חלק מהמנגנונים האחראים על כך טרם הובהר לחלוטין",רפואה
"אומנם כל סוגי הסוכרת מקורם בשיבוש בתפקוד ההורמון אינסולין או בהיעדרו ובעקבות כך קושי באיזון רמות הגלוקוז בדם, אולם סוגי הסוכרת שונים בגורמים להם, עצימות התסמינים, ההשפעה היומיומית על חיי החולה וכן בדרכי הטיפול וההתמודדות.",רפואה
"סוכרת מסוג אחד היא מחלה אוטואימונית, בה הגוף הורס את תאי הבטא בלבלב האחראיים על ייצור האינסולין. ",רפואה
הערכה היא שמדובר בשילוב של נטייה תורשתית (גנטית) יחד עם נסיבות סביבתיות.,רפואה
אצל חלק מהחולים מתפרצת המחלה תוך כדי מחלה וירלית או אחריה. ייתכן שהנגיף המדביק פוגע בתאי הבטא וגורם לתגובה חיסונית.,רפואה
"ייתכן גם שדמיון בין חלבונים המבוטאים על פני הנגיף לבין אלו המבוטאים על פני תאי הבטא גורם למערכת החיסון לזהות את תאי הבטא בטעות כגורם חיצוני ולפעול נגדם (""חיקוי מולקולרי"").",רפואה
תאוריה זו מתאימה לשכיחות העונתית המשתנה של סוכרת מסוג אחד ומסבירה מדוע סוכרת מסוג זה נוטה להופיע לאחר מגפות של נגיפים מסוימים,רפואה
"דרכי האבחון של סוגי הסוכרת השונים זהים, אם כי בשל העובדה שסוכרת מסוג אחד מתבטאת בסימפטומים חמורים ומהירים יותר, המחלה מתגלה לעיתים קרובות כשהחולה כבר במצב של חמצת קטוטית.",רפואה
"סוכרת מסוג שתים, לעומתה, יכולה להיות מחלה שקטה ואדם יכול לסבול ממנה במשך שנים רבות בלי לדעת על כך כלל, וכך להימצא בסיכון גבוה לסיבוכים ארוכי הטווח.",רפואה
